ts,src,dst,sport,dport,proto,length
1765271961.9379783,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271961.9583786,10.0.0.1,10.0.0.2,40000,80,TCP,1233
1765271961.9891086,10.0.0.1,10.0.0.2,40000,80,TCP,629
1765271962.0499737,10.0.0.1,10.0.0.2,40000,80,TCP,1090
1765271962.0500138,10.0.0.1,10.0.0.2,40000,80,TCP,1401
1765271962.0740173,10.0.0.1,10.0.0.2,40000,80,TCP,1097
1765271962.0917149,10.0.0.1,10.0.0.2,40000,80,TCP,1214
1765271962.1083899,10.0.0.1,10.0.0.2,40000,80,TCP,896
1765271962.1356936,10.0.0.1,10.0.0.2,40000,80,TCP,699
1765271962.1796913,10.0.0.1,10.0.0.2,40000,80,TCP,83
1765271962.18378,10.0.0.1,10.0.0.2,40000,80,TCP,483
1765271962.1898332,10.0.0.1,10.0.0.2,40000,80,TCP,204
1765271962.2001328,10.0.0.1,10.0.0.2,40000,80,TCP,796
1765271962.2235525,10.0.0.1,10.0.0.2,40000,80,TCP,840
1765271962.2488987,10.0.0.1,10.0.0.2,40000,80,TCP,142
1765271962.285601,10.0.0.1,10.0.0.2,40000,80,TCP,940
1765271962.2880535,10.0.0.1,10.0.0.2,40000,80,TCP,684
1765271962.3097026,10.0.0.1,10.0.0.2,40000,80,TCP,706
1765271962.362763,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.4062848,10.0.0.1,10.0.0.2,40000,80,TCP,400
1765271962.4839218,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.4839585,10.0.0.1,10.0.0.2,40000,80,TCP,664
1765271962.5047634,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.5182068,10.0.0.1,10.0.0.2,40000,80,TCP,431
1765271962.5361953,10.0.0.1,10.0.0.2,40000,80,TCP,278
1765271962.574964,10.0.0.1,10.0.0.2,40000,80,TCP,1469
1765271962.6034367,10.0.0.1,10.0.0.2,40000,80,TCP,1368
1765271962.6070442,10.0.0.1,10.0.0.2,40000,80,TCP,340
1765271962.6177661,10.0.0.1,10.0.0.2,40000,80,TCP,1203
1765271962.623027,10.0.0.1,10.0.0.2,40000,80,TCP,1082
1765271962.6266704,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.649538,10.0.0.1,10.0.0.2,40000,80,TCP,775
1765271962.679808,10.0.0.1,10.0.0.2,40000,80,TCP,933
1765271962.7520614,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.7540472,10.0.0.1,10.0.0.2,40000,80,TCP,277
1765271962.7647903,10.0.0.1,10.0.0.2,40000,80,TCP,1412
1765271962.7717154,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.7926416,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271962.8897984,10.0.0.1,10.0.0.2,40000,80,TCP,1288
1765271962.9526505,10.0.0.1,10.0.0.2,40000,80,TCP,1419
1765271962.9857037,10.0.0.1,10.0.0.2,40000,80,TCP,1276
1765271963.0725935,10.0.0.1,10.0.0.2,40000,80,TCP,1251
1765271963.0845532,10.0.0.1,10.0.0.2,40000,80,TCP,375
1765271963.0919766,10.0.0.1,10.0.0.2,40000,80,TCP,793
1765271963.1049528,10.0.0.1,10.0.0.2,40000,80,TCP,79
1765271963.140141,10.0.0.1,10.0.0.2,40000,80,TCP,746
1765271963.1438668,10.0.0.1,10.0.0.2,40000,80,TCP,138
1765271963.165264,10.0.0.1,10.0.0.2,40000,80,TCP,236
1765271963.1681566,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.180697,10.0.0.1,10.0.0.2,40000,80,TCP,1490
1765271963.223489,10.0.0.1,10.0.0.2,40000,80,TCP,1468
1765271963.2963045,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.3043282,10.0.0.1,10.0.0.2,40000,80,TCP,1113
1765271963.3166168,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.3254762,10.0.0.1,10.0.0.2,40000,80,TCP,549
1765271963.379509,10.0.0.1,10.0.0.2,40000,80,TCP,241
1765271963.3887584,10.0.0.1,10.0.0.2,40000,80,TCP,1186
1765271963.3988118,10.0.0.1,10.0.0.2,40000,80,TCP,353
1765271963.428721,10.0.0.1,10.0.0.2,40000,80,TCP,1182
1765271963.431616,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.4342494,10.0.0.1,10.0.0.2,40000,80,TCP,1399
1765271963.4657264,10.0.0.1,10.0.0.2,40000,80,TCP,676
1765271963.4676752,10.0.0.1,10.0.0.2,40000,80,TCP,1444
1765271963.479287,10.0.0.1,10.0.0.2,40000,80,TCP,762
1765271963.5284045,10.0.0.1,10.0.0.2,40000,80,TCP,1402
1765271963.5531702,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.55502,10.0.0.1,10.0.0.2,40000,80,TCP,1481
1765271963.5695848,10.0.0.1,10.0.0.2,40000,80,TCP,402
1765271963.573265,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.5952241,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271963.600937,10.0.0.1,10.0.0.2,40000,80,TCP,677
1765271963.6028605,10.0.0.1,10.0.0.2,40000,80,TCP,263
1765271963.6467233,10.0.0.1,10.0.0.2,40000,80,TCP,884
1765271963.7055392,10.0.0.1,10.0.0.2,40000,80,TCP,185
1765271963.74026,10.0.0.1,10.0.0.2,40000,80,TCP,1304
1765271963.756067,10.0.0.1,10.0.0.2,40000,80,TCP,71
1765271963.802006,10.0.0.1,10.0.0.2,40000,80,TCP,814
1765271963.8211815,10.0.0.1,10.0.0.2,40000,80,TCP,109
1765271963.8242316,10.0.0.1,10.0.0.2,40000,80,TCP,335
1765271963.8284698,10.0.0.1,10.0.0.2,40000,80,TCP,1336
1765271963.890215,10.0.0.1,10.0.0.2,40000,80,TCP,383
1765271964.0343597,10.0.0.1,10.0.0.2,40000,80,TCP,1224
1765271964.0628278,10.0.0.1,10.0.0.2,40000,80,TCP,1376
1765271964.0646982,10.0.0.1,10.0.0.2,40000,80,TCP,294
1765271964.0927088,10.0.0.1,10.0.0.2,40000,80,TCP,1313
1765271964.0985606,10.0.0.1,10.0.0.2,40000,80,TCP,1050
1765271964.0995502,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.129649,10.0.0.1,10.0.0.2,40000,80,TCP,360
1765271964.1401258,10.0.0.1,10.0.0.2,40000,80,TCP,1482
1765271964.142741,10.0.0.1,10.0.0.2,40000,80,TCP,1262
1765271964.2061453,10.0.0.1,10.0.0.2,40000,80,TCP,1089
1765271964.2299128,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.2521026,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.298938,10.0.0.1,10.0.0.2,40000,80,TCP,905
1765271964.333606,10.0.0.1,10.0.0.2,40000,80,TCP,1459
1765271964.3394465,10.0.0.1,10.0.0.2,40000,80,TCP,1397
1765271964.3646948,10.0.0.1,10.0.0.2,40000,80,TCP,1299
1765271964.3807995,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.4271538,10.0.0.1,10.0.0.2,40000,80,TCP,921
1765271964.5023482,10.0.0.1,10.0.0.2,40000,80,TCP,978
1765271964.5066106,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.5256755,10.0.0.1,10.0.0.2,40000,80,TCP,464
1765271964.528918,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.5381281,10.0.0.1,10.0.0.2,40000,80,TCP,1430
1765271964.5511284,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.5595696,10.0.0.1,10.0.0.2,40000,80,TCP,793
1765271964.5711987,10.0.0.1,10.0.0.2,40000,80,TCP,98
1765271964.6486394,10.0.0.1,10.0.0.2,40000,80,TCP,955
1765271964.7252164,10.0.0.1,10.0.0.2,40000,80,TCP,1297
1765271964.7337475,10.0.0.1,10.0.0.2,40000,80,TCP,1027
1765271964.8276658,10.0.0.1,10.0.0.2,40000,80,TCP,1287
1765271964.8487184,10.0.0.1,10.0.0.2,40000,80,TCP,942
1765271964.8772726,10.0.0.1,10.0.0.2,40000,80,TCP,1200
1765271964.891909,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271964.9313524,10.0.0.1,10.0.0.2,40000,80,TCP,693
1765271964.9572222,10.0.0.1,10.0.0.2,40000,80,TCP,627
1765271964.9576526,10.0.0.1,10.0.0.2,40000,80,TCP,829
1765271964.9734092,10.0.0.1,10.0.0.2,40000,80,TCP,1279
1765271964.9824762,10.0.0.1,10.0.0.2,40000,80,TCP,604
1765271964.98887,10.0.0.1,10.0.0.2,40000,80,TCP,103
1765271965.0044916,10.0.0.1,10.0.0.2,40000,80,TCP,1292
1765271965.0067255,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.009829,10.0.0.1,10.0.0.2,40000,80,TCP,510
1765271965.0103633,10.0.0.1,10.0.0.2,40000,80,TCP,1274
1765271965.0259686,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.1556466,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.1654713,10.0.0.1,10.0.0.2,40000,80,TCP,529
1765271965.1674433,10.0.0.1,10.0.0.2,40000,80,TCP,285
1765271965.2370248,10.0.0.1,10.0.0.2,40000,80,TCP,759
1765271965.241819,10.0.0.1,10.0.0.2,40000,80,TCP,593
1765271965.2603629,10.0.0.1,10.0.0.2,40000,80,TCP,130
1765271965.2781901,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.2992284,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.3192017,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.3291836,10.0.0.1,10.0.0.2,40000,80,TCP,1292
1765271965.4877112,10.0.0.1,10.0.0.2,40000,80,TCP,156
1765271965.582673,10.0.0.1,10.0.0.2,40000,80,TCP,244
1765271965.589413,10.0.0.1,10.0.0.2,40000,80,TCP,95
1765271965.610287,10.0.0.1,10.0.0.2,40000,80,TCP,279
1765271965.6353917,10.0.0.1,10.0.0.2,40000,80,TCP,1035
1765271965.6949327,10.0.0.1,10.0.0.2,40000,80,TCP,373
1765271965.757571,10.0.0.1,10.0.0.2,40000,80,TCP,386
1765271965.7583942,10.0.0.1,10.0.0.2,40000,80,TCP,189
1765271965.8066876,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.8497443,10.0.0.1,10.0.0.2,40000,80,TCP,843
1765271965.8663125,10.0.0.1,10.0.0.2,40000,80,TCP,825
1765271965.8966467,10.0.0.1,10.0.0.2,40000,80,TCP,276
1765271965.933112,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.9447856,10.0.0.1,10.0.0.2,40000,80,TCP,1083
1765271965.9527915,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271965.999258,10.0.0.1,10.0.0.2,40000,80,TCP,204
1765271966.0268266,10.0.0.1,10.0.0.2,40000,80,TCP,415
1765271966.0612035,10.0.0.1,10.0.0.2,40000,80,TCP,753
1765271966.0626447,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.0876045,10.0.0.1,10.0.0.2,40000,80,TCP,679
1765271966.1304505,10.0.0.1,10.0.0.2,40000,80,TCP,813
1765271966.178594,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.1893055,10.0.0.1,10.0.0.2,40000,80,TCP,266
1765271966.1986945,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.2212307,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.2880342,10.0.0.1,10.0.0.2,40000,80,TCP,148
1765271966.2947474,10.0.0.1,10.0.0.2,40000,80,TCP,175
1765271966.374697,10.0.0.1,10.0.0.2,40000,80,TCP,420
1765271966.4331791,10.0.0.1,10.0.0.2,40000,80,TCP,1362
1765271966.5128236,10.0.0.1,10.0.0.2,40000,80,TCP,1075
1765271966.5686424,10.0.0.1,10.0.0.2,40000,80,TCP,766
1765271966.6968489,10.0.0.1,10.0.0.2,40000,80,TCP,1075
1765271966.7328959,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.7820852,10.0.0.1,10.0.0.2,40000,80,TCP,1307
1765271966.8470972,10.0.0.1,10.0.0.2,40000,80,TCP,192
1765271966.85022,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.8635812,10.0.0.1,10.0.0.2,40000,80,TCP,940
1765271966.8650544,10.0.0.1,10.0.0.2,40000,80,TCP,1370
1765271966.8696437,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271966.9034438,10.0.0.1,10.0.0.2,40000,80,TCP,1263
1765271966.9342966,10.0.0.1,10.0.0.2,40000,80,TCP,460
1765271966.9409204,10.0.0.1,10.0.0.2,40000,80,TCP,359
1765271966.9635346,10.0.0.1,10.0.0.2,40000,80,TCP,960
1765271966.9682477,10.0.0.1,10.0.0.2,40000,80,TCP,746
1765271966.975059,10.0.0.1,10.0.0.2,40000,80,TCP,1200
1765271966.9947016,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.0059028,10.0.0.1,10.0.0.2,40000,80,TCP,70
1765271967.029168,10.0.0.1,10.0.0.2,40000,80,TCP,901
1765271967.030967,10.0.0.1,10.0.0.2,40000,80,TCP,668
1765271967.05295,10.0.0.1,10.0.0.2,40000,80,TCP,1072
1765271967.0564363,10.0.0.1,10.0.0.2,40000,80,TCP,115
1765271967.0869863,10.0.0.1,10.0.0.2,40000,80,TCP,451
1765271967.1057146,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.1263752,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.12912,10.0.0.1,10.0.0.2,40000,80,TCP,556
1765271967.146526,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.2159562,10.0.0.1,10.0.0.2,40000,80,TCP,532
1765271967.2927744,10.0.0.1,10.0.0.2,40000,80,TCP,80
1765271967.3004425,10.0.0.1,10.0.0.2,40000,80,TCP,994
1765271967.3099196,10.0.0.1,10.0.0.2,40000,80,TCP,278
1765271967.3233101,10.0.0.1,10.0.0.2,40000,80,TCP,669
1765271967.3347623,10.0.0.1,10.0.0.2,40000,80,TCP,1441
1765271967.3458812,10.0.0.1,10.0.0.2,40000,80,TCP,1248
1765271967.3551807,10.0.0.1,10.0.0.2,40000,80,TCP,1088
1765271967.503929,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.5285022,10.0.0.1,10.0.0.2,40000,80,TCP,1436
1765271967.6171725,10.0.0.1,10.0.0.2,40000,80,TCP,731
1765271967.6214306,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.6242082,10.0.0.1,10.0.0.2,40000,80,TCP,1065
1765271967.6280348,10.0.0.1,10.0.0.2,40000,80,TCP,577
1765271967.6442533,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.705468,10.0.0.1,10.0.0.2,40000,80,TCP,1385
1765271967.7259722,10.0.0.1,10.0.0.2,40000,80,TCP,830
1765271967.7559252,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.775169,10.0.0.1,10.0.0.2,40000,80,TCP,69
1765271967.838305,10.0.0.1,10.0.0.2,40000,80,TCP,682
1765271967.8882966,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.8950353,10.0.0.1,10.0.0.2,40000,80,TCP,789
1765271967.9040315,10.0.0.1,10.0.0.2,40000,80,TCP,411
1765271967.9073343,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.9277298,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271967.9475088,10.0.0.1,10.0.0.2,40000,80,TCP,1342
1765271967.9861677,10.0.0.1,10.0.0.2,40000,80,TCP,1277
1765271968.0107684,10.0.0.1,10.0.0.2,40000,80,TCP,405
1765271968.0289187,10.0.0.1,10.0.0.2,40000,80,TCP,199
1765271968.0473974,10.0.0.1,10.0.0.2,40000,80,TCP,352
1765271968.0660784,10.0.0.1,10.0.0.2,40000,80,TCP,325
1765271968.087047,10.0.0.1,10.0.0.2,40000,80,TCP,1010
1765271968.159671,10.0.0.1,10.0.0.2,40000,80,TCP,764
1765271968.267162,10.0.0.1,10.0.0.2,40000,80,TCP,201
1765271968.276756,10.0.0.1,10.0.0.2,40000,80,TCP,1302
1765271968.2775168,10.0.0.1,10.0.0.2,40000,80,TCP,89
1765271968.279167,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.4079936,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.430248,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.5093942,10.0.0.1,10.0.0.2,40000,80,TCP,1325
1765271968.5299819,10.0.0.1,10.0.0.2,40000,80,TCP,405
1765271968.5457814,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.5694206,10.0.0.1,10.0.0.2,40000,80,TCP,960
1765271968.5717325,10.0.0.1,10.0.0.2,40000,80,TCP,855
1765271968.6325247,10.0.0.1,10.0.0.2,40000,80,TCP,889
1765271968.637135,10.0.0.1,10.0.0.2,40000,80,TCP,701
1765271968.6432886,10.0.0.1,10.0.0.2,40000,80,TCP,755
1765271968.6574225,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.6802144,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.70249,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271968.7096848,10.0.0.1,10.0.0.2,40000,80,TCP,209
1765271968.7183514,10.0.0.1,10.0.0.2,40000,80,TCP,1486
1765271968.735389,10.0.0.1,10.0.0.2,40000,80,TCP,1440
1765271968.744524,10.0.0.1,10.0.0.2,40000,80,TCP,916
1765271968.7685685,10.0.0.1,10.0.0.2,40000,80,TCP,1161
1765271968.826333,10.0.0.1,10.0.0.2,40000,80,TCP,154
1765271968.872648,10.0.0.1,10.0.0.2,40000,80,TCP,362
1765271968.9106305,10.0.0.1,10.0.0.2,40000,80,TCP,144
1765271968.9113307,10.0.0.1,10.0.0.2,40000,80,TCP,389
1765271968.9579074,10.0.0.1,10.0.0.2,40000,80,TCP,73
1765271968.977517,10.0.0.1,10.0.0.2,40000,80,TCP,214
1765271969.0131617,10.0.0.1,10.0.0.2,40000,80,TCP,1463
1765271969.022961,10.0.0.1,10.0.0.2,40000,80,TCP,264
1765271969.0297062,10.0.0.1,10.0.0.2,40000,80,TCP,292
1765271969.0606582,10.0.0.1,10.0.0.2,40000,80,TCP,480
1765271969.0775862,10.0.0.1,10.0.0.2,40000,80,TCP,214
1765271969.122776,10.0.0.1,10.0.0.2,40000,80,TCP,424
1765271969.1538239,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.176368,10.0.0.1,10.0.0.2,40000,80,TCP,1137
1765271969.1932921,10.0.0.1,10.0.0.2,40000,80,TCP,777
1765271969.2034814,10.0.0.1,10.0.0.2,40000,80,TCP,734
1765271969.2337978,10.0.0.1,10.0.0.2,40000,80,TCP,577
1765271969.2576692,10.0.0.1,10.0.0.2,40000,80,TCP,749
1765271969.2712595,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.2935011,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.327176,10.0.0.1,10.0.0.2,40000,80,TCP,1370
1765271969.3359182,10.0.0.1,10.0.0.2,40000,80,TCP,898
1765271969.3653295,10.0.0.1,10.0.0.2,40000,80,TCP,957
1765271969.4047341,10.0.0.1,10.0.0.2,40000,80,TCP,736
1765271969.4059901,10.0.0.1,10.0.0.2,40000,80,TCP,83
1765271969.4216902,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.4351838,10.0.0.1,10.0.0.2,40000,80,TCP,1226
1765271969.5050306,10.0.0.1,10.0.0.2,40000,80,TCP,911
1765271969.5116374,10.0.0.1,10.0.0.2,40000,80,TCP,1098
1765271969.54128,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.5634341,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.586272,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.6047988,10.0.0.1,10.0.0.2,40000,80,TCP,1447
1765271969.7115145,10.0.0.1,10.0.0.2,40000,80,TCP,1040
1765271969.72037,10.0.0.1,10.0.0.2,40000,80,TCP,660
1765271969.7435696,10.0.0.1,10.0.0.2,40000,80,TCP,646
1765271969.7466376,10.0.0.1,10.0.0.2,40000,80,TCP,1118
1765271969.8055587,10.0.0.1,10.0.0.2,40000,80,TCP,286
1765271969.844744,10.0.0.1,10.0.0.2,40000,80,TCP,1103
1765271969.8451586,10.0.0.1,10.0.0.2,40000,80,TCP,396
1765271969.8836522,10.0.0.1,10.0.0.2,40000,80,TCP,1435
1765271969.9125316,10.0.0.1,10.0.0.2,40000,80,TCP,762
1765271969.9433775,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271969.9436224,10.0.0.1,10.0.0.2,40000,80,TCP,768
1765271970.0421753,10.0.0.1,10.0.0.2,40000,80,TCP,317
1765271970.061025,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.0766635,10.0.0.1,10.0.0.2,40000,80,TCP,670
1765271970.0788002,10.0.0.1,10.0.0.2,40000,80,TCP,1198
1765271970.0801418,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.0880752,10.0.0.1,10.0.0.2,40000,80,TCP,1477
1765271970.1024075,10.0.0.1,10.0.0.2,40000,80,TCP,109
1765271970.105851,10.0.0.1,10.0.0.2,40000,80,TCP,1066
1765271970.1729355,10.0.0.1,10.0.0.2,40000,80,TCP,184
1765271970.178466,10.0.0.1,10.0.0.2,40000,80,TCP,1445
1765271970.2025762,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.2355576,10.0.0.1,10.0.0.2,40000,80,TCP,710
1765271970.2657413,10.0.0.1,10.0.0.2,40000,80,TCP,846
1765271970.2739282,10.0.0.1,10.0.0.2,40000,80,TCP,103
1765271970.2804117,10.0.0.1,10.0.0.2,40000,80,TCP,1091
1765271970.2973917,10.0.0.1,10.0.0.2,40000,80,TCP,853
1765271970.3118424,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.317996,10.0.0.1,10.0.0.2,40000,80,TCP,1428
1765271970.3192112,10.0.0.1,10.0.0.2,40000,80,TCP,786
1765271970.3311844,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.3342023,10.0.0.1,10.0.0.2,40000,80,TCP,1279
1765271970.3505282,10.0.0.1,10.0.0.2,40000,80,TCP,471
1765271970.3528361,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.3935897,10.0.0.1,10.0.0.2,40000,80,TCP,186
1765271970.3956256,10.0.0.1,10.0.0.2,40000,80,TCP,1335
1765271970.4299455,10.0.0.1,10.0.0.2,40000,80,TCP,1002
1765271970.4333298,10.0.0.1,10.0.0.2,40000,80,TCP,1415
1765271970.456354,10.0.0.1,10.0.0.2,40000,80,TCP,1212
1765271970.5425432,10.0.0.1,10.0.0.2,40000,80,TCP,734
1765271970.5525827,10.0.0.1,10.0.0.2,40000,80,TCP,435
1765271970.5697997,10.0.0.1,10.0.0.2,40000,80,TCP,534
1765271970.5976417,10.0.0.1,10.0.0.2,40000,80,TCP,1322
1765271970.6399057,10.0.0.1,10.0.0.2,40000,80,TCP,66
1765271970.6827624,10.0.0.1,10.0.0.2,40000,80,TCP,1049
1765271970.7665124,10.0.0.1,10.0.0.2,40000,80,TCP,1285
1765271970.774996,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.7771273,10.0.0.1,10.0.0.2,40000,80,TCP,636
1765271970.796269,10.0.0.1,10.0.0.2,40000,80,TCP,814
1765271970.897249,10.0.0.1,10.0.0.2,40000,80,TCP,1126
1765271970.898314,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271970.9202623,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.0031602,10.0.0.1,10.0.0.2,40000,80,TCP,599
1765271971.0064595,10.0.0.1,10.0.0.2,40000,80,TCP,159
1765271971.0320187,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.064581,10.0.0.1,10.0.0.2,40000,80,TCP,1467
1765271971.079153,10.0.0.1,10.0.0.2,40000,80,TCP,618
1765271971.1506147,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.159532,10.0.0.1,10.0.0.2,40000,80,TCP,1309
1765271971.167006,10.0.0.1,10.0.0.2,40000,80,TCP,1390
1765271971.170146,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.1924024,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.1998048,10.0.0.1,10.0.0.2,40000,80,TCP,886
1765271971.219143,10.0.0.1,10.0.0.2,40000,80,TCP,846
1765271971.2310805,10.0.0.1,10.0.0.2,40000,80,TCP,1138
1765271971.232081,10.0.0.1,10.0.0.2,40000,80,TCP,632
1765271971.2666476,10.0.0.1,10.0.0.2,40000,80,TCP,917
1765271971.2883563,10.0.0.1,10.0.0.2,40000,80,TCP,600
1765271971.289809,10.0.0.1,10.0.0.2,40000,80,TCP,1274
1765271971.3063555,10.0.0.1,10.0.0.2,40000,80,TCP,1028
1765271971.449452,10.0.0.1,10.0.0.2,40000,80,TCP,899
1765271971.4817505,10.0.0.1,10.0.0.2,40000,80,TCP,925
1765271971.4819162,10.0.0.1,10.0.0.2,40000,80,TCP,682
1765271971.5282893,10.0.0.1,10.0.0.2,40000,80,TCP,1271
1765271971.559882,10.0.0.1,10.0.0.2,40000,80,TCP,927
1765271971.6129045,10.0.0.1,10.0.0.2,40000,80,TCP,493
1765271971.6140492,10.0.0.1,10.0.0.2,40000,80,TCP,960
1765271971.6444988,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.6501741,10.0.0.1,10.0.0.2,40000,80,TCP,1449
1765271971.6689317,10.0.0.1,10.0.0.2,40000,80,TCP,914
1765271971.686164,10.0.0.1,10.0.0.2,40000,80,TCP,960
1765271971.6900115,10.0.0.1,10.0.0.2,40000,80,TCP,73
1765271971.690922,10.0.0.1,10.0.0.2,40000,80,TCP,731
1765271971.726843,10.0.0.1,10.0.0.2,40000,80,TCP,940
1765271971.7330282,10.0.0.1,10.0.0.2,40000,80,TCP,1142
1765271971.7659318,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.786511,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.7979856,10.0.0.1,10.0.0.2,40000,80,TCP,1011
1765271971.8762133,10.0.0.1,10.0.0.2,40000,80,TCP,800
1765271971.903371,10.0.0.1,10.0.0.2,40000,80,TCP,1369
1765271971.9154522,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271971.9227552,10.0.0.1,10.0.0.2,40000,80,TCP,275
1765271971.9327974,10.0.0.1,10.0.0.2,40000,80,TCP,797
1765271971.9626124,10.0.0.1,10.0.0.2,40000,80,TCP,392
1765271971.9951348,10.0.0.1,10.0.0.2,40000,80,TCP,227
1765271972.0247793,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.0458527,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.0653918,10.0.0.3,10.0.0.4,0,0,ICMP,64
1765271972.065731,10.0.0.1,10.0.0.2,40000,80,TCP,144
1765271972.0966058,10.0.0.1,10.0.0.2,40000,80,TCP,532
1765271972.2000701,10.0.0.1,10.0.0.2,40000,80,TCP,1138
1765271972.2320669,10.0.0.1,10.0.0.2,40000,80,TCP,356
1765271972.2843206,10.0.0.1,10.0.0.2,40000,80,TCP,695
1765271972.3343987,10.0.0.1,10.0.0.2,40000,80,TCP,536
1765271972.3870473,10.0.0.1,10.0.0.2,40000,80,TCP,908
1765271972.3932242,10.0.0.1,10.0.0.2,40000,80,TCP,891
1765271972.4202006,10.0.0.1,10.0.0.2,40000,80,TCP,1111
1765271972.4863784,10.0.0.1,10.0.0.2,40000,80,TCP,1078
1765271972.4920995,10.0.0.1,10.0.0.2,40000,80,TCP,562
